	annot_gene_id	gid	length	biotype	biotype_category	detected
48309		ENSG00000214009.2	777	processed_pseudogene	pseudogene	False
48310		ENSG00000229145.1	1112	processed_pseudogene	pseudogene	False
48311		ENSG00000231235.1	1629	processed_pseudogene	pseudogene	False
48312		ENSG00000235587.2	1005	processed_pseudogene	pseudogene	False
48313		ENSG00000213997.3	736	processed_pseudogene	pseudogene	False
48314		ENSG00000226048.1	942	processed_pseudogene	pseudogene	False
48315		ENSG00000215284.2	654	processed_pseudogene	pseudogene	False
48316		ENSG00000237623.1	1024	processed_pseudogene	pseudogene	False
48317		ENSG00000203402.2	869	lincRNA	lncRNA	False
48318		ENSG00000226556.2	1038	processed_pseudogene	pseudogene	False
48319		ENSG00000283743.1	18276	processed_transcript	lncRNA	False
48320		ENSG00000224656.1	1097	processed_pseudogene	pseudogene	False
48321		ENSG00000229968.1	1870	processed_pseudogene	pseudogene	False
48322		ENSG00000188459.4	1493	processed_pseudogene	pseudogene	False
48323		ENSG00000224401.2	739	processed_pseudogene	pseudogene	False
48324		ENSG00000171483.13	12218	transcribed_unprocessed_pseudogene	pseudogene	False
48325		ENSG00000171478.7	1956	protein_coding	protein_coding	False
48326		ENSG00000230241.1	501	processed_pseudogene	pseudogene	False
48327		ENSG00000233139.1	2073	processed_pseudogene	pseudogene	False
48328		ENSG00000225198.1	9983	unprocessed_pseudogene	pseudogene	False
48329		ENSG00000238032.1	292	processed_pseudogene	pseudogene	False
48330		ENSG00000234780.1	2210	processed_pseudogene	pseudogene	False
48331		ENSG00000204368.6	5219	processed_pseudogene	pseudogene	False
48332		ENSG00000231568.1	126	processed_pseudogene	pseudogene	False
48333		ENSG00000229662.2	851	processed_pseudogene	pseudogene	False
48334		ENSG00000232813.1	143	processed_pseudogene	pseudogene	False
48335		ENSG00000241207.1	874	unprocessed_pseudogene	pseudogene	False
48336		ENSG00000237345.1	2369	processed_pseudogene	pseudogene	False
48337		ENSG00000204648.11	9363	transcribed_unprocessed_pseudogene	pseudogene	False
48338		ENSG00000234391.1	2286	processed_pseudogene	pseudogene	False
48339		ENSG00000230100.1	764	lincRNA	lncRNA	False
48340		ENSG00000270747.1	270	processed_pseudogene	pseudogene	False
48341		ENSG00000225055.1	2370	processed_pseudogene	pseudogene	False
48342		ENSG00000234448.1	190	processed_pseudogene	pseudogene	False
48343		ENSG00000231603.1	2982	processed_pseudogene	pseudogene	False
48344		ENSG00000231489.1	126	processed_pseudogene	pseudogene	False
48345		ENSG00000235350.1	8418	unprocessed_pseudogene	pseudogene	False
48346		ENSG00000226971.1	1986	processed_pseudogene	pseudogene	False
48347		ENSG00000231725.1	970	processed_pseudogene	pseudogene	False
48348		ENSG00000187682.2	3625	protein_coding	protein_coding	False
48349		ENSG00000237341.1	3488	antisense	lncRNA	False
48350		ENSG00000227391.1	3836	processed_pseudogene	pseudogene	False
48351		ENSG00000220132.1	742	processed_pseudogene	pseudogene	False
48352		ENSG00000181977.3	212	processed_pseudogene	pseudogene	False
48353		ENSG00000147081.14	10245	protein_coding	protein_coding	False
48354		ENSG00000226881.5	428	processed_pseudogene	pseudogene	False
48355		ENSG00000130385.5	5823	protein_coding	protein_coding	False
48356		ENSG00000238190.1	434	processed_pseudogene	pseudogene	False
48357		ENSG00000227493.1	935	unprocessed_pseudogene	pseudogene	False
48358		ENSG00000230926.1	8410	unprocessed_pseudogene	pseudogene	False
48359		ENSG00000237926.1	813	unprocessed_pseudogene	pseudogene	False
48360		ENSG00000234766.1	8915	lincRNA	lncRNA	False
48361		ENSG00000236576.1	1098	processed_pseudogene	pseudogene	False
48362		ENSG00000228827.1	512	unprocessed_pseudogene	pseudogene	False
48363		ENSG00000232951.1	635	processed_pseudogene	pseudogene	False
48364		ENSG00000237528.1	188	processed_pseudogene	pseudogene	False
48365		ENSG00000232562.1	789	processed_pseudogene	pseudogene	False
48366		ENSG00000182776.4	3395	lincRNA	lncRNA	False
48367		ENSG00000279750.3	2508	lincRNA	lncRNA	False
48368		ENSG00000179028.4	3395	lincRNA	lncRNA	False
48369		ENSG00000276474.1	596	processed_pseudogene	pseudogene	False
48370		ENSG00000225957.1	3561	unprocessed_pseudogene	pseudogene	False
48371		ENSG00000276897.1	660	unprocessed_pseudogene	pseudogene	False
48372		ENSG00000224556.2	36997	unprocessed_pseudogene	pseudogene	False
48373		ENSG00000250084.1	2551	unprocessed_pseudogene	pseudogene	False
48374		ENSG00000278358.1	295	processed_pseudogene	pseudogene	False
48375		ENSG00000278160.1	2435	unprocessed_pseudogene	pseudogene	False
48376		ENSG00000275643.1	866	processed_pseudogene	pseudogene	False
48377		ENSG00000223395.2	279	processed_pseudogene	pseudogene	False
48378		ENSG00000277289.1	342	processed_pseudogene	pseudogene	False
48379		ENSG00000227058.1	2544	unprocessed_pseudogene	pseudogene	False
48380		ENSG00000231593.1	532	unprocessed_pseudogene	pseudogene	False
48381		ENSG00000228771.1	2323	unprocessed_pseudogene	pseudogene	False
48382		ENSG00000185319.5	4795	unprocessed_pseudogene	pseudogene	False
48383		ENSG00000197185.7	5223	unprocessed_pseudogene	pseudogene	False
48384		ENSG00000234792.1	867	processed_pseudogene	pseudogene	False
48385		ENSG00000157965.11	7897	unprocessed_pseudogene	pseudogene	False
48386		ENSG00000187754.8	10810	protein_coding	protein_coding	False
48387		ENSG00000228354.1	2047	processed_pseudogene	pseudogene	False
48388		ENSG00000225508.1	4333	unprocessed_pseudogene	pseudogene	False
48389		ENSG00000237275.1	270	processed_pseudogene	pseudogene	False
48390		ENSG00000223958.1	2331	processed_pseudogene	pseudogene	False
48391		ENSG00000225397.1	186	processed_pseudogene	pseudogene	False
48392		ENSG00000229826.2	206	processed_pseudogene	pseudogene	False
48393		ENSG00000269281.2	271	processed_pseudogene	pseudogene	False
48394		ENSG00000226867.1	4334	unprocessed_pseudogene	pseudogene	False
48395		ENSG00000204363.4	1957	protein_coding	protein_coding	False
48396		ENSG00000229885.1	129	processed_pseudogene	pseudogene	False
48397		ENSG00000171405.12	6097	protein_coding	protein_coding	False
48398		ENSG00000196395.7	4998	unprocessed_pseudogene	pseudogene	False
48399		ENSG00000224781.1	1195	processed_pseudogene	pseudogene	False
48400		ENSG00000171402.14	5543	protein_coding	protein_coding	False
48401		ENSG00000270497.1	495	processed_pseudogene	pseudogene	False
48402		ENSG00000234019.1	1148	lincRNA	lncRNA	False
48403		ENSG00000235224.1	256	processed_pseudogene	pseudogene	False
48404		ENSG00000227329.2	166	processed_pseudogene	pseudogene	False
48405		ENSG00000235262.1	2271	sense_intronic	lncRNA	False
48406		ENSG00000226299.2	832	processed_pseudogene	pseudogene	False
48407		ENSG00000236571.1	190	processed_pseudogene	pseudogene	False
48408		ENSG00000234413.1	519	processed_pseudogene	pseudogene	False
48409		ENSG00000233250.1	310	antisense	lncRNA	False
48410		ENSG00000235416.1	756	processed_pseudogene	pseudogene	False
48411		ENSG00000224735.1	178	processed_pseudogene	pseudogene	False
48412		ENSG00000226110.2	233	processed_pseudogene	pseudogene	False
48413		ENSG00000229037.2	847	processed_pseudogene	pseudogene	False
48414		ENSG00000224949.2	287	processed_pseudogene	pseudogene	False
48415		ENSG00000215197.4	653	processed_pseudogene	pseudogene	False
48416		ENSG00000275387.1	120	unprocessed_pseudogene	pseudogene	False
48417		ENSG00000278283.1	372	unprocessed_pseudogene	pseudogene	False
48418		ENSG00000234466.1	893	processed_pseudogene	pseudogene	False
48419		ENSG00000278319.1	389	unprocessed_pseudogene	pseudogene	False
48420		ENSG00000186678.7	3309	unprocessed_pseudogene	pseudogene	False
48421		ENSG00000229760.1	530	processed_pseudogene	pseudogene	False
48422		ENSG00000231947.1	805	processed_pseudogene	pseudogene	False
48423		ENSG00000238047.1	900	processed_pseudogene	pseudogene	False
48424		ENSG00000256045.2	1529	protein_coding	protein_coding	False
48425		ENSG00000204279.7	6434	protein_coding	protein_coding	False
48426		ENSG00000232765.6	8946	transcribed_unprocessed_pseudogene	pseudogene	False
48427		ENSG00000277516.1	332	unprocessed_pseudogene	pseudogene	False
48428		ENSG00000235136.1	443	processed_pseudogene	pseudogene	False
48429		ENSG00000189299.6	1925	protein_coding	protein_coding	False
48430		ENSG00000229594.1	2625	unprocessed_pseudogene	pseudogene	False
48431		ENSG00000169164.7	2305	transcribed_unprocessed_pseudogene	pseudogene	False
48432		ENSG00000214745.2	1274	processed_pseudogene	pseudogene	False
48433		ENSG00000234135.2	472	processed_pseudogene	pseudogene	False
48434		ENSG00000237708.1	771	processed_pseudogene	pseudogene	False
48435		ENSG00000231765.1	381	processed_pseudogene	pseudogene	False
48436		ENSG00000227427.1	972	processed_pseudogene	pseudogene	False
48437		ENSG00000228004.1	966	processed_pseudogene	pseudogene	False
48438		ENSG00000235124.1	1447	processed_pseudogene	pseudogene	False
48439		ENSG00000235170.1	960	processed_pseudogene	pseudogene	False
48440		ENSG00000228182.1	609	processed_pseudogene	pseudogene	False
48441		ENSG00000234570.1	6031	processed_pseudogene	pseudogene	False
48442		ENSG00000277499.1	1593	processed_pseudogene	pseudogene	False
48443		ENSG00000230823.3	426	processed_pseudogene	pseudogene	False
48444		ENSG00000231729.1	1306	sense_intronic	lncRNA	False
48445		ENSG00000236813.1	525	processed_pseudogene	pseudogene	False
48446		ENSG00000232794.1	753	processed_pseudogene	pseudogene	False
48447		ENSG00000226010.1	2180	processed_pseudogene	pseudogene	False
48448		ENSG00000213754.2	1686	processed_pseudogene	pseudogene	False
48449		ENSG00000283349.3	663	transcribed_unitary_pseudogene	pseudogene	False
48450		ENSG00000230889.2	1744	processed_pseudogene	pseudogene	False
48451		ENSG00000227261.1	630	processed_pseudogene	pseudogene	False
48452		ENSG00000226502.2	1456	processed_pseudogene	pseudogene	False
48453		ENSG00000225814.1	669	processed_pseudogene	pseudogene	False
48454		ENSG00000236982.1	300	processed_pseudogene	pseudogene	False
48455		ENSG00000237971.1	2247	processed_pseudogene	pseudogene	False
48456		ENSG00000225569.1	2106	processed_pseudogene	pseudogene	False
48457		ENSG00000231857.1	3245	processed_pseudogene	pseudogene	False
48458		ENSG00000237963.1	657	processed_pseudogene	pseudogene	False
48459		ENSG00000227534.1	1293	processed_pseudogene	pseudogene	False
48460		ENSG00000227942.1	1523	processed_pseudogene	pseudogene	False
48461		ENSG00000231809.4	891	processed_pseudogene	pseudogene	False
48462		ENSG00000276689.1	406	processed_pseudogene	pseudogene	False
48463		ENSG00000230039.1	994	processed_pseudogene	pseudogene	False
48464		ENSG00000217835.3	907	processed_pseudogene	pseudogene	False
48465		ENSG00000215168.2	1000	processed_pseudogene	pseudogene	False
48466		ENSG00000237294.1	1512	processed_pseudogene	pseudogene	False
48467		ENSG00000231356.1	1010	processed_pseudogene	pseudogene	False
48468		ENSG00000226820.2	3323	unprocessed_pseudogene	pseudogene	False
48469		ENSG00000235892.1	1676	processed_pseudogene	pseudogene	False
48470		ENSG00000226280.2	1947	processed_pseudogene	pseudogene	False
48471		ENSG00000233710.1	824	processed_pseudogene	pseudogene	False
48472		ENSG00000234201.1	940	processed_pseudogene	pseudogene	False
48473		ENSG00000260118.1	1431	lincRNA	lncRNA	False
48474		ENSG00000228328.2	1247	processed_pseudogene	pseudogene	False
48475		ENSG00000228125.2	569	processed_pseudogene	pseudogene	False
48476		ENSG00000225925.1	2164	processed_pseudogene	pseudogene	False
48477		ENSG00000234463.1	201	processed_pseudogene	pseudogene	False
48478		ENSG00000232267.1	1256	processed_pseudogene	pseudogene	False
48479		ENSG00000172186.7	593	processed_pseudogene	pseudogene	False
48480		ENSG00000215162.1	30367	lincRNA	lncRNA	False
48481		ENSG00000231706.2	309	processed_pseudogene	pseudogene	False
48482		ENSG00000233229.1	851	processed_pseudogene	pseudogene	False
48483		ENSG00000189401.2	1688	protein_coding	protein_coding	False
48484		ENSG00000226579.1	1121	processed_pseudogene	pseudogene	False
48485		ENSG00000235382.1	4099	processed_pseudogene	pseudogene	False
48486		ENSG00000220925.2	1072	antisense	lncRNA	False
48487		ENSG00000203588.3	1364	antisense	lncRNA	False
48488		ENSG00000120500.17	13535	protein_coding	protein_coding	False
48489		ENSG00000147127.8	2909	protein_coding	protein_coding	False
48490		ENSG00000231053.1	888	processed_pseudogene	pseudogene	False
48491		ENSG00000230187.1	620	processed_pseudogene	pseudogene	False
48492		ENSG00000213747.2	339	processed_pseudogene	pseudogene	False
48493		ENSG00000229324.1	374	processed_pseudogene	pseudogene	False
48494		ENSG00000227536.1	2256	processed_pseudogene	pseudogene	False
48495		ENSG00000213706.2	570	processed_pseudogene	pseudogene	False
48496		ENSG00000229601.1	252	processed_pseudogene	pseudogene	False
48497		ENSG00000237265.6	3769	transcribed_unprocessed_pseudogene	pseudogene	False
48498		ENSG00000283599.2	3982	protein_coding	protein_coding	False
48499		ENSG00000230934.1	247	processed_pseudogene	pseudogene	False
48500		ENSG00000226870.2	2136	transcribed_unprocessed_pseudogene	pseudogene	False
48501		ENSG00000237182.1	249	processed_pseudogene	pseudogene	False
48502		ENSG00000237717.1	249	processed_pseudogene	pseudogene	False
48503		ENSG00000234442.4	2311	transcribed_unprocessed_pseudogene	pseudogene	False
48504		ENSG00000229030.1	229	processed_pseudogene	pseudogene	False
48505		ENSG00000225471.5	501	transcribed_processed_pseudogene	pseudogene	False
48506		ENSG00000225858.1	249	processed_pseudogene	pseudogene	False
48507		ENSG00000213698.2	844	processed_pseudogene	pseudogene	False
48508		ENSG00000225396.5	785	protein_coding	protein_coding	False
48509		ENSG00000283594.1	786	protein_coding	protein_coding	False
48510		ENSG00000275520.1	795	protein_coding	protein_coding	False
48511		ENSG00000186288.5	2236	protein_coding	protein_coding	False
48512		ENSG00000230311.2	434	processed_pseudogene	pseudogene	False
48513		ENSG00000237014.1	1062	processed_pseudogene	pseudogene	False
48514		ENSG00000225664.3	730	processed_pseudogene	pseudogene	False
48515		ENSG00000233162.1	267	processed_pseudogene	pseudogene	False
48516		ENSG00000237475.2	738	processed_pseudogene	pseudogene	False
48517		ENSG00000230146.1	1175	processed_pseudogene	pseudogene	False
48518		ENSG00000182707.4	567	processed_pseudogene	pseudogene	False
48519		ENSG00000228906.1	585	lincRNA	lncRNA	False
48520		ENSG00000233984.1	358	processed_pseudogene	pseudogene	False
48521		ENSG00000203397.2	509	processed_pseudogene	pseudogene	False
48522		ENSG00000234969.1	1556	processed_pseudogene	pseudogene	False
48523		ENSG00000230986.1	110	processed_pseudogene	pseudogene	False
48524		ENSG00000224430.2	1466	processed_pseudogene	pseudogene	False
48525		ENSG00000204113.6	1224	processed_pseudogene	pseudogene	False
48526		ENSG00000187969.5	841	protein_coding	protein_coding	False
48527		ENSG00000226515.1	147	processed_pseudogene	pseudogene	False
48528		ENSG00000230665.3	2679	processed_pseudogene	pseudogene	False
48529		ENSG00000213695.3	582	processed_pseudogene	pseudogene	False
48530		ENSG00000231206.2	936	processed_pseudogene	pseudogene	False
48531		ENSG00000271589.1	159	processed_pseudogene	pseudogene	False
48532		ENSG00000229661.1	299	processed_pseudogene	pseudogene	False
48533		ENSG00000232186.1	1227	processed_pseudogene	pseudogene	False
48534		ENSG00000233254.1	482	processed_pseudogene	pseudogene	False
48535		ENSG00000237089.2	1155	processed_pseudogene	pseudogene	False
48536		ENSG00000233063.2	590	processed_pseudogene	pseudogene	False
48537		ENSG00000226753.1	188	processed_pseudogene	pseudogene	False
48538		ENSG00000226854.1	1753	lincRNA	lncRNA	False
48539		ENSG00000232332.1	435	processed_pseudogene	pseudogene	False
48540		ENSG00000237252.1	460	processed_pseudogene	pseudogene	False
48541		ENSG00000274398.1	1613	processed_pseudogene	pseudogene	False
48542		ENSG00000235447.2	1061	processed_pseudogene	pseudogene	False
48543		ENSG00000234404.2	7107	processed_pseudogene	pseudogene	False
48544		ENSG00000237106.2	213	processed_pseudogene	pseudogene	False
48545		ENSG00000226784.2	764	protein_coding	protein_coding	False
48546		ENSG00000224755.1	593	processed_pseudogene	pseudogene	False
48547		ENSG00000235061.3	339	processed_pseudogene	pseudogene	False
48548		ENSG00000271433.1	507	processed_pseudogene	pseudogene	False
48549		ENSG00000227645.2	673	processed_pseudogene	pseudogene	False
48550		ENSG00000232168.2	912	unitary_pseudogene	pseudogene	False
48551		ENSG00000271005.1	468	processed_pseudogene	pseudogene	False
48552		ENSG00000225025.2	1771	processed_pseudogene	pseudogene	False
48553		ENSG00000270268.1	801	processed_pseudogene	pseudogene	False
48554		ENSG00000230247.2	990	processed_pseudogene	pseudogene	False
48555		ENSG00000228051.1	1908	processed_pseudogene	pseudogene	False
48556		ENSG00000228612.2	2736	processed_pseudogene	pseudogene	False
48557		ENSG00000284618.1	4067	lincRNA	lncRNA	False
48558		ENSG00000231875.1	902	processed_pseudogene	pseudogene	False
48559		ENSG00000224523.1	18338	unprocessed_pseudogene	pseudogene	False
48560		ENSG00000233446.2	1234	processed_pseudogene	pseudogene	False
48561		ENSG00000228041.2	255	processed_pseudogene	pseudogene	False
48562		ENSG00000213653.4	378	processed_pseudogene	pseudogene	False
48563		ENSG00000236365.1	236	processed_pseudogene	pseudogene	False
48564		ENSG00000232735.2	537	processed_pseudogene	pseudogene	False
48565		ENSG00000236870.2	416	processed_pseudogene	pseudogene	False
48566		ENSG00000215102.2	1114	processed_pseudogene	pseudogene	False
48567		ENSG00000183035.12	25573	protein_coding	protein_coding	False
48568		ENSG00000233484.2	126	transcribed_processed_pseudogene	pseudogene	False
48569		ENSG00000229547.4	739	transcribed_processed_pseudogene	pseudogene	False
48570		ENSG00000230781.1	4612	unitary_pseudogene	pseudogene	False
48571		ENSG00000283446.1	13017	unprocessed_pseudogene	pseudogene	False
48572		ENSG00000223707.2	729	processed_pseudogene	pseudogene	False
48573		ENSG00000276892.1	107	processed_pseudogene	pseudogene	False
48574		ENSG00000234039.2	241	processed_pseudogene	pseudogene	False
48575		ENSG00000225536.2	1623	processed_pseudogene	pseudogene	False
48576		ENSG00000223574.1	677	processed_pseudogene	pseudogene	False
48577		ENSG00000215093.3	1095	processed_pseudogene	pseudogene	False
48578		ENSG00000223772.1	719	processed_pseudogene	pseudogene	False
48579		ENSG00000231478.1	281	transcribed_processed_pseudogene	pseudogene	False
48580		ENSG00000236190.1	230	processed_pseudogene	pseudogene	False
48581		ENSG00000271457.1	894	processed_pseudogene	pseudogene	False
48582		ENSG00000271205.1	149	processed_pseudogene	pseudogene	False
48583		ENSG00000270446.1	336	processed_pseudogene	pseudogene	False
48584		ENSG00000271056.1	2334	processed_pseudogene	pseudogene	False
48585		ENSG00000230706.2	1254	processed_pseudogene	pseudogene	False
48586		ENSG00000230956.2	832	processed_pseudogene	pseudogene	False
48587		ENSG00000271693.1	116	processed_pseudogene	pseudogene	False
48588		ENSG00000147183.9	7560	protein_coding	protein_coding	False
48589		ENSG00000271157.1	2304	processed_pseudogene	pseudogene	False
48590		ENSG00000232576.2	360	processed_pseudogene	pseudogene	False
48591		ENSG00000224065.2	165	processed_pseudogene	pseudogene	False
48592		ENSG00000225012.5	23245	lincRNA	lncRNA	False
48593		ENSG00000153779.10	1001	protein_coding	protein_coding	False
48594		ENSG00000227581.2	621	processed_pseudogene	pseudogene	False
48595		ENSG00000226081.2	1056	processed_pseudogene	pseudogene	False
48596		ENSG00000274022.1	523	processed_pseudogene	pseudogene	False
48597		ENSG00000227434.2	624	processed_pseudogene	pseudogene	False
48598		ENSG00000229667.2	367	processed_pseudogene	pseudogene	False
48599		ENSG00000206062.4	1097	lincRNA	lncRNA	False
48600		ENSG00000236413.2	229	processed_pseudogene	pseudogene	False
48601		ENSG00000230275.2	1161	processed_pseudogene	pseudogene	False
48602		ENSG00000234702.1	850	processed_pseudogene	pseudogene	False
48603		ENSG00000215089.3	1282	processed_pseudogene	pseudogene	False
48604		ENSG00000230543.1	174	processed_pseudogene	pseudogene	False
48605		ENSG00000285445.1	1236	processed_pseudogene	pseudogene	False
48606		ENSG00000237873.1	452	processed_pseudogene	pseudogene	False
48607		ENSG00000234130.2	2795	processed_pseudogene	pseudogene	False
48608		ENSG00000234322.1	1026	processed_pseudogene	pseudogene	False
48609		ENSG00000237381.2	1422	processed_pseudogene	pseudogene	False
48610		ENSG00000228301.1	745	processed_pseudogene	pseudogene	False
48611		ENSG00000270826.1	473	processed_pseudogene	pseudogene	False
48612		ENSG00000227521.2	987	processed_pseudogene	pseudogene	False
48613		ENSG00000271094.1	212	processed_pseudogene	pseudogene	False
48614		ENSG00000215085.4	639	processed_pseudogene	pseudogene	False
48615		ENSG00000236185.1	379	processed_pseudogene	pseudogene	False
48616		ENSG00000226307.1	549	processed_pseudogene	pseudogene	False
48617		ENSG00000235425.2	497	processed_pseudogene	pseudogene	False
48618		ENSG00000232842.2	987	processed_pseudogene	pseudogene	False
48619		ENSG00000203262.3	1109	processed_pseudogene	pseudogene	False
48620		ENSG00000232069.1	140	processed_pseudogene	pseudogene	False
48621		ENSG00000271209.1	676	processed_pseudogene	pseudogene	False
48622		ENSG00000229693.2	1249	processed_pseudogene	pseudogene	False
48623		ENSG00000214628.3	565	processed_pseudogene	pseudogene	False
48624		ENSG00000233887.1	1754	processed_pseudogene	pseudogene	False
48625		ENSG00000237752.2	1446	processed_pseudogene	pseudogene	False
48626		ENSG00000234889.2	2763	processed_pseudogene	pseudogene	False
48627		ENSG00000236243.2	864	processed_pseudogene	pseudogene	False
48628		ENSG00000213704.3	1407	processed_pseudogene	pseudogene	False
48629		ENSG00000226837.2	671	processed_pseudogene	pseudogene	False
48630		ENSG00000270308.1	384	processed_pseudogene	pseudogene	False
48631		ENSG00000215070.4	1794	processed_pseudogene	pseudogene	False
48632		ENSG00000229946.2	951	processed_pseudogene	pseudogene	False
48633		ENSG00000236988.2	1557	processed_pseudogene	pseudogene	False
48634		ENSG00000230592.2	888	processed_pseudogene	pseudogene	False
48635		ENSG00000223819.2	481	processed_pseudogene	pseudogene	False
48636		ENSG00000238116.2	1872	processed_pseudogene	pseudogene	False
48637		ENSG00000275320.1	1309	processed_pseudogene	pseudogene	False
48638		ENSG00000239345.2	1091	processed_pseudogene	pseudogene	False
48639		ENSG00000233680.4	954	processed_pseudogene	pseudogene	False
48640		ENSG00000182574.8	945	processed_pseudogene	pseudogene	False
48641		ENSG00000231643.4	294	processed_pseudogene	pseudogene	False
48642		ENSG00000270813.2	564	processed_pseudogene	pseudogene	False
48643		ENSG00000183911.7	1017	processed_pseudogene	pseudogene	False
48644		ENSG00000237682.2	1791	processed_pseudogene	pseudogene	False
48645		ENSG00000261101.2	655	sense_overlapping	lncRNA	False
48646		ENSG00000223753.2	669	processed_pseudogene	pseudogene	False
48647		ENSG00000229090.2	1369	processed_pseudogene	pseudogene	False
48648		ENSG00000235196.3	543	processed_pseudogene	pseudogene	False
48649		ENSG00000235976.2	391	processed_pseudogene	pseudogene	False
48650		ENSG00000226119.1	411	processed_pseudogene	pseudogene	False
48651		ENSG00000234901.1	522	processed_pseudogene	pseudogene	False
48652		ENSG00000251525.6	11921	transcribed_unprocessed_pseudogene	pseudogene	False
48653		ENSG00000273746.1	2649	unprocessed_pseudogene	pseudogene	False
48654		ENSG00000231590.2	2737	unitary_pseudogene	pseudogene	False
48655		ENSG00000176318.8	1479	processed_pseudogene	pseudogene	False
48656		ENSG00000227211.2	347	processed_pseudogene	pseudogene	False
48657		ENSG00000230320.1	456	processed_pseudogene	pseudogene	False
48658		ENSG00000232282.1	937	processed_pseudogene	pseudogene	False
48659		ENSG00000229954.1	1574	processed_pseudogene	pseudogene	False
48660		ENSG00000237300.2	842	processed_pseudogene	pseudogene	False
48661		ENSG00000237628.2	597	processed_pseudogene	pseudogene	False
48662		ENSG00000228316.1	1164	processed_pseudogene	pseudogene	False
48663		ENSG00000224471.2	320	processed_pseudogene	pseudogene	False
48664		ENSG00000226056.1	1457	processed_pseudogene	pseudogene	False
48665		ENSG00000234886.1	3097	processed_pseudogene	pseudogene	False
48666		ENSG00000227649.1	482	processed_pseudogene	pseudogene	False
48667		ENSG00000229794.2	1083	processed_pseudogene	pseudogene	False
48668		ENSG00000234050.1	2791	antisense	lncRNA	False
48669		ENSG00000224632.1	611	processed_pseudogene	pseudogene	False
48670		ENSG00000226241.2	2079	processed_pseudogene	pseudogene	False
48671		ENSG00000233071.3	889	processed_pseudogene	pseudogene	False
48672		ENSG00000224692.1	1009	processed_pseudogene	pseudogene	False
48673		ENSG00000238049.2	267	processed_pseudogene	pseudogene	False
48674		ENSG00000234405.1	2794	antisense	lncRNA	False
48675		ENSG00000180284.5	371	processed_pseudogene	pseudogene	False
48676		ENSG00000179363.6	3119	protein_coding	protein_coding	False
48677		ENSG00000231787.4	432	processed_pseudogene	pseudogene	False
48678		ENSG00000234345.2	1047	processed_pseudogene	pseudogene	False
48679		ENSG00000230312.2	918	processed_pseudogene	pseudogene	False
48680		ENSG00000123569.8	2540	protein_coding	protein_coding	False
48681		ENSG00000101812.12	2505	protein_coding	protein_coding	False
48682		ENSG00000235946.1	495	processed_pseudogene	pseudogene	False
48683		ENSG00000232665.2	783	processed_pseudogene	pseudogene	False
48684		ENSG00000223733.1	525	processed_pseudogene	pseudogene	False
48685		ENSG00000268629.6	1745	protein_coding	protein_coding	False
48686		ENSG00000181819.14	1392	processed_pseudogene	pseudogene	False
48687		ENSG00000230788.2	2721	processed_pseudogene	pseudogene	False
48688		ENSG00000256709.2	290	processed_pseudogene	pseudogene	False
48689		ENSG00000224816.1	898	processed_pseudogene	pseudogene	False
48690		ENSG00000227657.1	630	unprocessed_pseudogene	pseudogene	False
48691		ENSG00000277673.1	140	unprocessed_pseudogene	pseudogene	False
48692		ENSG00000231144.1	572	processed_pseudogene	pseudogene	False
48693		ENSG00000214720.4	831	processed_pseudogene	pseudogene	False
48694		ENSG00000225728.2	379	processed_pseudogene	pseudogene	False
48695		ENSG00000277883.1	10930	unprocessed_pseudogene	pseudogene	False
48696		ENSG00000170925.3	1506	protein_coding	protein_coding	False
48697		ENSG00000215000.4	884	processed_pseudogene	pseudogene	False
48698		ENSG00000233874.2	1811	processed_pseudogene	pseudogene	False
48699		ENSG00000237319.1	229	processed_pseudogene	pseudogene	False
48700		ENSG00000225381.2	607	processed_pseudogene	pseudogene	False
48701		ENSG00000224142.1	1801	sense_intronic	lncRNA	False
48702		ENSG00000228042.2	831	processed_pseudogene	pseudogene	False
48703		ENSG00000226112.1	182	processed_pseudogene	pseudogene	False
48704		ENSG00000234349.1	1172	processed_pseudogene	pseudogene	False
48705		ENSG00000223904.2	597	processed_pseudogene	pseudogene	False
48706		ENSG00000229939.1	286	processed_pseudogene	pseudogene	False
48707		ENSG00000236189.2	516	processed_pseudogene	pseudogene	False
48708		ENSG00000204025.7	27939	protein_coding	protein_coding	False
48709		ENSG00000271421.1	357	processed_pseudogene	pseudogene	False
48710		ENSG00000271464.1	465	processed_pseudogene	pseudogene	False
48711		ENSG00000271400.1	828	processed_pseudogene	pseudogene	False
48712		ENSG00000213652.3	605	processed_pseudogene	pseudogene	False
48713		ENSG00000235329.2	206	processed_pseudogene	pseudogene	False
48714		ENSG00000220541.4	507	processed_pseudogene	pseudogene	False
48715		ENSG00000270524.1	1077	processed_pseudogene	pseudogene	False
48716		ENSG00000271686.1	819	processed_pseudogene	pseudogene	False
48717		ENSG00000226547.2	582	processed_pseudogene	pseudogene	False
48718		ENSG00000224664.2	315	processed_pseudogene	pseudogene	False
48719		ENSG00000224773.2	1947	processed_pseudogene	pseudogene	False
48720		ENSG00000270413.1	215	processed_pseudogene	pseudogene	False
48721		ENSG00000238223.1	858	processed_pseudogene	pseudogene	False
48722		ENSG00000236080.2	609	processed_pseudogene	pseudogene	False
48723		ENSG00000175718.9	3441	protein_coding	protein_coding	False
48724		ENSG00000235656.1	317	processed_pseudogene	pseudogene	False
48725		ENSG00000271021.1	461	processed_pseudogene	pseudogene	False
