	max_isos_sample	max_sample	annot_gene_name	annot_gene_id
83080	1.0	calu3	OR10H1	ENSG00000186723.4
94933	1.0	brain	PABPC1L2A	ENSG00000186288.5
89598	1.0	calu3	PPP4R1L	ENSG00000124224.16
22836	1.0	brain	SOWAHB	ENSG00000186212.3
21598	1.0	a673	BLOC1S4	ENSG00000186222.4
89473	1.0	a673	MOCS3	ENSG00000124217.4
76990	1.0	hl60_m2_12hr	AC091180.1	ENSG00000186244.7
89405	1.0	adrenal gland	SNAI1	ENSG00000124216.3
89425	1.0	adrenal gland	TMEM189-UBE2V1	ENSG00000124208.16
89677	1.0	colon	ZNF831	ENSG00000124203.6
89028	1.0	ocily7	GTSF1L	ENSG00000124196.5
9448	1.0	adipose	FAM228A	ENSG00000186453.12
84016	1.0	adrenal gland	RGS9BP	ENSG00000186326.3
20257	1.0	lung	TMEM212	ENSG00000186329.9
28429	1.0	h1_de	SLC36A2	ENSG00000186335.8
89124	1.0	pgp1	MATN4	ENSG00000124159.15
2983	1.0	adipose	CYP4X1	ENSG00000186377.7
78131	1.0	adipose	CD300E	ENSG00000186407.6
89115	1.0	brain	KCNS1	ENSG00000124134.8
17753	1.0	kidney	SPATA12	ENSG00000186451.1
44847	1.0	adrenal gland	DBH	ENSG00000123454.11
78970	1.0	hct116	FSCN2	ENSG00000186765.11
89120	1.0	a673	SEMG1	ENSG00000124233.11
71384	1.0	adrenal gland	AC092118.1	ENSG00000187185.4
22556	1.0	h9_panc_beta	TMPRSS11A	ENSG00000187054.15
51289	1.0	h1	TMEM262	ENSG00000187066.8
20665	1.0	brain	C3orf70	ENSG00000187068.2
42431	1.0	adrenal gland	SPINK4	ENSG00000122711.8
47368	1.0	brain	SLIT1	ENSG00000187122.16
3430	1.0	a673	FOXD3	ENSG00000187140.5
56014	1.0	hl60_m0	H1FNT	ENSG00000187166.1
5492	1.0	hffc6	LCE2A	ENSG00000187173.3
53056	1.0	h1_de	DYNC2H1	ENSG00000187240.14
46667	1.0	brain	CHST3	ENSG00000122863.5
75940	1.0	hl60_m1_24hr	KRT12	ENSG00000187242.5
3810	1.0	brain	SPATA1	ENSG00000122432.17
34763	1.0	colon	NPSR1	ENSG00000187258.13
93610	1.0	h9_neural_crest	FAM9C	ENSG00000187268.11
27991	1.0	adipose	PCDHB13	ENSG00000187372.11
7583	1.0	gm12878	LAX1	ENSG00000122188.12
49698	1.0	adrenal gland	LUZP2	ENSG00000187398.11
86653	1.0	adipose	FPR3	ENSG00000187474.4
46592	1.0	adipose	NEUROG3	ENSG00000122859.4
34817	1.0	h1_de	GPR141	ENSG00000187037.8
48292	1.0	h1_de	FOXI2	ENSG00000186766.7
55469	1.0	colon	ITPR2	ENSG00000123104.11
94700	1.0	a673	SPIN4	ENSG00000186767.6
56640	1.0	a673	HOXC12	ENSG00000123407.3
3003	1.0	brain	FOXE3	ENSG00000186790.5
56639	1.0	a673	HOXC13	ENSG00000123364.4
74618	1.0	brain	KRT17P2	ENSG00000186831.11
76560	1.0	a673	HEXIM1	ENSG00000186834.3
56766	1.0	h9_neural_crest	NEUROD4	ENSG00000123307.3
56144	1.0	a673	C1QL4	ENSG00000186897.4
57745	1.0	a673	ZDHHC17	ENSG00000186908.14
46397	1.0	caco2	BICC1	ENSG00000122870.11
64173	1.0	h9_panc_beta	SERPINA11	ENSG00000186910.3
78454	1.0	colon	ZACN	ENSG00000186919.12
43151	1.0	gm12878	CHCHD2P9	ENSG00000186940.6
26973	1.0	lung	TMEM232	ENSG00000186952.14
59056	1.0	adrenal gland	NME2P1	ENSG00000123009.4
59011	1.0	h1	CIT	ENSG00000122966.15
93044	1.0	h1	EFCAB6	ENSG00000186976.14
77563	1.0	adipose	C17orf82	ENSG00000187013.4
66600	1.0	caco2	SLC51B	ENSG00000186198.3
47229	1.0	adipose	FFAR4	ENSG00000186188.10
88372	1.0	h1	CST11	ENSG00000125831.9
78008	1.0	a673	SOX9	ENSG00000125398.6
18646	1.0	colon	LSAMP	ENSG00000185565.11
44164	1.0	colon	OLFML2A	ENSG00000185585.19
12075	1.0	a673	IL1B	ENSG00000125538.11
68110	1.0	h9_panc_progen	SPATA8	ENSG00000185594.5
65843	1.0	colon	ACTBP7	ENSG00000185607.5
55825	1.0	brain	DBX2	ENSG00000185610.6
87099	1.0	lung	KIR2DL1	ENSG00000125498.19
74293	1.0	h1	TEKT3	ENSG00000125409.12
27125	1.0	a673	AC034236.1	ENSG00000185641.6
12079	1.0	h1	IL37	ENSG00000125571.9
21479	1.0	a673	GRK4	ENSG00000125388.19
21428	1.0	a673	FAM193A	ENSG00000125386.15
95665	1.0	a673	NDUFA1	ENSG00000125356.6
92368	1.0	brain	SYN3	ENSG00000185666.14
2288	1.0	a673	POU3F1	ENSG00000185668.7
72784	1.0	adrenal gland	SNAI3	ENSG00000185669.5
95664	1.0	a673	RNF113A	ENSG00000125352.5
60969	1.0	brain	SOX21	ENSG00000125285.5
73211	1.0	adrenal gland	TLCD2	ENSG00000185561.9
12181	1.0	a673	CCDC93	ENSG00000125633.10
61153	1.0	h9_neural_crest	SLC10A2	ENSG00000125255.6
87953	1.0	adrenal gland	GNRH2	ENSG00000125787.11
61002	1.0	brain	HS6ST3	ENSG00000185352.8
88339	1.0	a673	NKX2-2	ENSG00000125820.5
29340	1.0	gm12878	OR2V1	ENSG00000185372.3
88000	1.0	a673	CENPB	ENSG00000125817.7
93311	1.0	adipose	MAPK11	ENSG00000185386.14
88337	1.0	pgp1_excite_neuron	NKX2-4	ENSG00000125816.4
88344	1.0	h1_de	PAX1	ENSG00000125813.13
88354	1.0	adipose	CD93	ENSG00000125810.9
87897	1.0	h9_panc_beta	TGM3	ENSG00000125780.11
46357	1.0	h1	PRKG1	ENSG00000185532.16
85979	1.0	colon	ZSWIM9	ENSG00000185453.12
56430	1.0	calu3	KRT6B	ENSG00000185479.5
3456	1.0	caco2	ROR1	ENSG00000185483.11
81942	1.0	a673	CD70	ENSG00000125726.10
81941	1.0	a673	TNFSF9	ENSG00000125657.4
81904	1.0	a673	PSPN	ENSG00000125650.4
48538	1.0	adrenal gland	LMNTD2	ENSG00000185522.8
78986	1.0	h1	PDE6G	ENSG00000185527.11
61161	1.0	adrenal gland	EFNB2	ENSG00000125266.7
59571	1.0	caco2	PIWIL1	ENSG00000125207.7
89597	1.0	lung	C20orf85	ENSG00000124237.5
85442	1.0	a673	ZNF284	ENSG00000186026.6
47768	1.0	brain	CALHM1	ENSG00000185933.6
29958	1.0	colon	HIST1H1A	ENSG00000124610.4
61191	1.0	a673	IRS2	ENSG00000185950.8
36554	1.0	brain	C7orf61	ENSG00000185955.4
42691	1.0	hl60_m0	CCIN	ENSG00000185972.5
29998	1.0	adrenal gland	HIST1H1D	ENSG00000124575.6
30024	1.0	h9_panc_beta	BTN2A3P	ENSG00000124549.14
61359	1.0	h9_panc_beta	ATP4B	ENSG00000186009.4
31625	1.0	h9_panc_progen	CRISP2	ENSG00000124490.13
43517	1.0	h1	PTCH1	ENSG00000185920.15
85311	1.0	colon	CEACAM8	ENSG00000124469.11
57998	1.0	gm12878	AC012085.1	ENSG00000186076.5
95111	1.0	caco2	POF1B	ENSG00000124429.17
22202	1.0	adrenal gland	NDUFB4P12	ENSG00000124399.4
83106	1.0	colon	CYP4F2	ENSG00000186115.12
44117	1.0	a673	ZBTB6	ENSG00000186130.4
4494	1.0	hffc6	UBL4B	ENSG00000186150.4
53652	1.0	h1	BCL9L	ENSG00000186174.12
73253	1.0	a673	RTN4RL1	ENSG00000185924.6
93818	1.0	adrenal gland	KLHL34	ENSG00000185915.5
47014	1.0	brain	NRG3	ENSG00000185737.12
89522	1.0	colon	RPL12P4	ENSG00000185834.10
53172	1.0	brain	C11orf87	ENSG00000185742.6
56081	1.0	h9_panc_beta	WNT1	ENSG00000125084.11
50830	1.0	colon	SCGB2A1	ENSG00000124939.5
50831	1.0	adrenal gland	SCGB1D2	ENSG00000124935.3
50397	1.0	pgp1_excite_neuron	TRIM51	ENSG00000124900.12
21403	1.0	brain	NAT8L	ENSG00000185818.7
65012	1.0	hl60_m2_24hr	NPAP1	ENSG00000185823.3
29856	1.0	a673	SOX4	ENSG00000124766.6
3333	1.0	gm12878	AL035411.1	ENSG00000185839.3
70423	1.0	adipose	C16orf54	ENSG00000185905.3
6584	1.0	huvec	CCDC190	ENSG00000185860.13
70028	1.0	h1	NPIPB4	ENSG00000185864.16
31382	1.0	brain	GNMT	ENSG00000124713.5
22562	1.0	h9_panc_beta	TMPRSS11B	ENSG00000185873.7
31268	1.0	adrenal gland	APOBEC2	ENSG00000124701.5
31370	1.0	a673	TBCC	ENSG00000124659.6
30108	1.0	gm12878	OR2B6	ENSG00000124657.1
46089	1.0	a673	LINC00839	ENSG00000185904.11
95070	1.0	h1_de	TBX22	ENSG00000122145.14
44915	1.0	ovary	OBP2A	ENSG00000122136.13
57946	1.0	gm12878	PLEKHG7	ENSG00000187510.9
76884	1.0	h1	HOXB1	ENSG00000120094.7
82184	1.0	h1	ZNF177	ENSG00000188629.12
93078	1.0	a673	RTL6	ENSG00000188636.3
42066	1.0	calu3	INSL4	ENSG00000120211.4
42356	1.0	a673	MOB3B	ENSG00000120162.9
47328	1.0	h9	CC2D2B	ENSG00000188649.13
61502	1.0	h1	RNASE9	ENSG00000188655.10
77070	1.0	brain	HILS1	ENSG00000188662.6
28720	1.0	a673	PANK3	ENSG00000120137.6
76904	1.0	a673	HOXB5	ENSG00000120075.5
48186	1.0	colon	HMX3	ENSG00000188620.9
37972	1.0	a673	ZBED6CL	ENSG00000188707.5
44656	1.0	hl60	QRFP	ENSG00000188710.2
76909	1.0	hct116	HOXB8	ENSG00000120068.6
20865	1.0	brain	OSTN	ENSG00000188729.6
35181	1.0	brain	VWC2	ENSG00000188730.4
47446	1.0	adrenal gland	SFRP5	ENSG00000120057.4
13472	1.0	h1	FSIP2	ENSG00000188738.14
47683	1.0	h1_de	C10orf95	ENSG00000120055.7
42091	1.0	h9_panc_beta	MLANA	ENSG00000120215.9
42072	1.0	adrenal gland	CD274	ENSG00000120217.13
47809	1.0	gm12878	CFAP58	ENSG00000120051.14
27992	1.0	a673	PCDHB14	ENSG00000120327.6
85746	1.0	pgp1_excite_neuron	NANOS2	ENSG00000188425.3
6989	1.0	brain	SEC16B	ENSG00000120341.18
6871	1.0	colon	TNFSF18	ENSG00000120337.8
8201	1.0	k562	ACTBP11	ENSG00000188460.4
65978	1.0	h9_panc_beta	SLC24A5	ENSG00000188467.10
44567	1.0	a673	IER5L	ENSG00000188483.7
66709	1.0	h1	LCTL	ENSG00000188501.11
84848	1.0	calu3	NCCRP1	ENSG00000188505.4
27985	1.0	a673	PCDHB10	ENSG00000120324.8
33342	1.0	adipose	CCDC170	ENSG00000120262.9
27978	1.0	a673	PCDHB8	ENSG00000120322.3
93907	1.0	h9	MAGEB4	ENSG00000120289.11
88320	1.0	h1	RALGAPA2	ENSG00000188559.14
93911	1.0	adipose	CXorf21	ENSG00000120280.5
28719	1.0	adrenal gland	FBLL1	ENSG00000188573.7
75955	1.0	calu3	KRTAP1-1	ENSG00000188581.8
7000	1.0	heart	CLEC20A	ENSG00000188585.9
58114	1.0	brain	CFAP54	ENSG00000188596.10
47507	1.0	caco2	CPN1	ENSG00000120054.11
35536	1.0	a673	FZD9	ENSG00000188763.4
84943	1.0	colon	PRR13P5	ENSG00000187534.6
22319	1.0	colon	LRRC66	ENSG00000188993.3
47665	1.0	a673	ELOVL3	ENSG00000119915.4
6509	1.0	brain	CFAP126	ENSG00000188931.3
31928	1.0	a673	SLC17A5	ENSG00000119899.12
20866	1.0	a673	UTS2B	ENSG00000188958.9
43803	1.0	calu3	C9orf152	ENSG00000188959.9
21485	1.0	brain	MSANTD1	ENSG00000188981.10
853	1.0	h1	AADACL3	ENSG00000188984.11
79971	1.0	a673	DHFRP1	ENSG00000188985.6
10300	1.0	brain	GPR75	ENSG00000119737.5
11534	1.0	colon	ASTL	ENSG00000188886.3
87100	1.0	hl60_m0	KIR2DL4	ENSG00000189013.14
93936	1.0	k562	MAGEB16	ENSG00000189023.10
94123	1.0	k562	DUSP21	ENSG00000189037.7
26344	1.0	h9_panc_progen	ANKDD1B	ENSG00000189045.13
74132	1.0	brain	RNF222	ENSG00000189051.5
86151	1.0	h1	CGB5	ENSG00000189052.6
36825	1.0	h1_de	RELN	ENSG00000189056.13
92563	1.0	a673	H1F0	ENSG00000189060.5
47143	1.0	a673	IFIT2	ENSG00000119922.9
37605	1.0	caco2	KLRG2	ENSG00000188883.4
84729	1.0	hl60_m1_24hr	SPRED3	ENSG00000188766.12
1348	1.0	colon	CNR2	ENSG00000188822.7
7576	1.0	pgp1	OPTC	ENSG00000188770.9
39324	1.0	a673	ADRB3	ENSG00000188778.5
1519	1.0	h1	CATSPER4	ENSG00000188782.8
2268	1.0	a673	MTF1	ENSG00000188786.9
43587	1.0	hffc6	ZNF322P1	ENSG00000188801.9
48187	1.0	caco2	HMX2	ENSG00000188816.3
17902	1.0	lung	SNTN	ENSG00000188817.7
24969	1.0	h1_de	ZDHHC11	ENSG00000188818.12
69279	1.0	h1_de	SLX4	ENSG00000188827.10
78429	1.0	brain	FBF1	ENSG00000188878.19
95376	1.0	h1	GLRA4	ENSG00000188828.11
47475	1.0	adrenal gland	CNNM1	ENSG00000119946.10
47190	1.0	a673	PPP1R3C	ENSG00000119938.8
22194	1.0	pgp1	BEND4	ENSG00000188848.15
25684	1.0	hl60_m1_72hr	AC114947.1	ENSG00000188850.9
40279	1.0	hl60_m1_72hr	RPSAP47	ENSG00000188856.6
47887	1.0	a673	GPAM	ENSG00000119927.13
39610	1.0	gm12878	RPL10AP2	ENSG00000188873.4
54123	1.0	colon	TP53AIP1	ENSG00000120471.15
2790	1.0	adrenal gland	TCTEX1D4	ENSG00000188396.3
44128	1.0	h9_osteocyte	GPR21	ENSG00000188394.6
80852	1.0	brain	FAM69C	ENSG00000187773.8
22608	1.0	h9_osteocyte	AMTN	ENSG00000187689.9
94464	1.0	h1	CXorf67	ENSG00000187690.3
16826	1.0	colon	CCR2	ENSG00000121807.5
45133	1.0	a673	TMEM203	ENSG00000187713.6
46312	1.0	colon	SLC18A3	ENSG00000187714.6
66855	1.0	brain	THSD4	ENSG00000187720.14
59823	1.0	a673	GJA3	ENSG00000121743.3
31040	1.0	hl60_m1_24hr	HSPE1P11	ENSG00000187762.5
91711	1.0	adrenal gland	ZNF70	ENSG00000187792.4
94319	1.0	brain	ERAS	ENSG00000187682.2
7061	1.0	h1	LHX4	ENSG00000121454.5
95658	1.0	adrenal gland	SOWAHD	ENSG00000187808.4
95563	1.0	h1_de	RTL4	ENSG00000187823.3
29967	1.0	adrenal gland	HIST1H1C	ENSG00000187837.3
55363	1.0	adipose	KCNJ8	ENSG00000121361.3
55327	1.0	h9_panc_beta	IAPP	ENSG00000121351.7
6107	1.0	ocily7	TTC24	ENSG00000187862.11
42986	1.0	a673	FAM122A	ENSG00000187866.8
53984	1.0	h1_de	KRT18P59	ENSG00000187686.4
60105	1.0	a673	B3GLCT	ENSG00000187676.7
42289	1.0	gm12878	IFNA2	ENSG00000188379.6
10168	1.0	k562	LINC02583	ENSG00000187600.14
857	1.0	liver	PRAMEF10	ENSG00000187545.5
34202	1.0	adipose	AGMO	ENSG00000187546.13
60063	1.0	a673	UBL3	ENSG00000122042.9
60040	1.0	brain	FLT3	ENSG00000122025.14
42973	1.0	brain	FOXD4L3	ENSG00000187559.5
29826	1.0	a673	NHLRC1	ENSG00000187566.5
54818	1.0	caco2	DPPA3	ENSG00000187569.2
76064	1.0	h1	ZNF385C	ENSG00000187595.16
94626	1.0	a673	MAGEH1	ENSG00000187601.4
83597	1.0	brain	HAPLN4	ENSG00000187664.8
12540	1.0	brain	ZRANB3	ENSG00000121988.17
44843	1.0	brain	MYMK	ENSG00000187616.4
64220	1.0	a673	TCL6	ENSG00000187621.14
11376	1.0	wtc11	RGPD1	ENSG00000187627.15
48196	1.0	adipose	CPXM2	ENSG00000121898.12
22027	1.0	brain	TMEM156	ENSG00000121895.7
81867	1.0	adipose	VMAC	ENSG00000187650.3
23264	1.0	brain	TMSB4XP8	ENSG00000187653.11
91555	1.0	lung	LRRC74B	ENSG00000187905.10
83986	1.0	a673	TSHZ3	ENSG00000121297.6
49019	1.0	k562	OR51I2	ENSG00000187918.5
83009	1.0	brain	OR7A5	ENSG00000188269.9
39102	1.0	brain	CHRNA2	ENSG00000120903.12
93733	1.0	h9_panc_progen	NHS	ENSG00000188158.15
39188	1.0	a673	DUSP4	ENSG00000120875.8
27700	1.0	a673	EGR1	ENSG00000120738.7
49528	1.0	brain	NCR3LG1	ENSG00000188211.8
84365	1.0	brain	AD000671.1	ENSG00000188223.9
84626	1.0	brain	ZNF793	ENSG00000188227.12
60311	1.0	a673	KBTBD7	ENSG00000120696.8
65546	1.0	adipose	C15orf62	ENSG00000188277.9
71031	1.0	a673	TENT4B	ENSG00000121274.12
60304	1.0	a673	WBP4	ENSG00000120688.8
85766	1.0	h9_chondro	IGFL1	ENSG00000188293.5
60201	1.0	h9_osteocyte	SPART-AS1	ENSG00000120664.10
81485	1.0	heart	PEAK3	ENSG00000188305.5
60337	1.0	gm12878	TNFSF11	ENSG00000120659.14
70250	1.0	a673	SBK1	ENSG00000188322.4
54247	1.0	brain	IQSEC3	ENSG00000120645.11
55635	1.0	gm12878	H3F3C	ENSG00000188375.4
43578	1.0	h9	NUTM2G	ENSG00000188152.12
42393	1.0	brain	TMEM215	ENSG00000188133.5
49164	1.0	hl60_m0	OR2AG2	ENSG00000188124.3
31818	1.0	h9_panc_beta	EYS	ENSG00000188107.14
13673	1.0	pgp1_endo	C2orf66	ENSG00000187944.2
1202	1.0	hepg2	HS6ST1P1	ENSG00000187952.9
34074	1.0	h9_neural_crest	PMS2CL	ENSG00000187953.10
43407	1.0	brain	ANKRD19P	ENSG00000187984.12
24520	1.0	gm12878	NACA3P	ENSG00000121089.4
82166	1.0	h9_neural_crest	OR7D2	ENSG00000188000.4
20830	1.0	gm12878	TPRG1	ENSG00000188001.9
6274	1.0	brain	SNHG28	ENSG00000188004.10
15398	1.0	brain	RTP5	ENSG00000188011.5
74818	1.0	brain	MEIS3P2	ENSG00000188013.6
94639	1.0	a673	UBQLN2	ENSG00000188021.8
82910	1.0	h1_de	C19orf67	ENSG00000188032.9
37801	1.0	muscle	CLCN1	ENSG00000188037.11
83216	1.0	lung	NWD1	ENSG00000188039.14
812	1.0	caco2	NPPB	ENSG00000120937.8
67866	1.0	brain	MESP2	ENSG00000188095.5
47073	1.0	adrenal gland	FAM25A	ENSG00000188100.8
33574	1.0	brain	PRKN	ENSG00000185345.20
87894	1.0	brain	STK35	ENSG00000125834.12
86956	1.0	lung	VSTM1	ENSG00000189068.10
1157	1.0	adrenal gland	FAM43B	ENSG00000183114.7
46398	1.0	hffc6	FAM133CP	ENSG00000183055.5
92939	1.0	brain	WBP2NL	ENSG00000183066.14
175875	1.0	adrenal gland	IGSF5	ENSG00000183067.5
24128	1.0	heart	FREM3	ENSG00000183090.5
12716	1.0	muscle	NEB	ENSG00000183091.19
54459	1.0	adipose	KCNA5	ENSG00000130037.4
60960	1.0	adipose	GPC6	ENSG00000183098.10
54451	1.0	adrenal gland	GALNT8	ENSG00000130035.7
38384	1.0	brain	CSMD1	ENSG00000183117.18
14789	1.0	gm12878	TPM3P8	ENSG00000183022.5
47769	1.0	h9_panc_beta	CALHM3	ENSG00000183128.7
50649	1.0	brain	PTGDR2	ENSG00000183134.4
96176	1.0	h1_de	PRRG3	ENSG00000130032.15
75880	1.0	vessels	GJD3	ENSG00000183153.6
39300	1.0	adrenal gland	AC138356.1	ENSG00000183154.1
7530	1.0	a673	RABIF	ENSG00000183155.4
88917	1.0	adipose	LBP	ENSG00000129988.5
49686	1.0	a673	FANCF	ENSG00000183161.5
73337	1.0	hl60_m2_12hr	OR1G1	ENSG00000183024.3
95579	1.0	a673	LRCH2	ENSG00000130224.14
81064	1.0	a673	C2CD4C	ENSG00000183186.7
36607	1.0	caco2	EPO	ENSG00000130427.2
51646	1.0	a673	CCDC87	ENSG00000182791.4
93710	1.0	gm12878	MAGEB17	ENSG00000182798.10
83346	1.0	h1	UNC13A	ENSG00000130477.15
71853	1.0	a673	DDX28	ENSG00000182810.6
90318	1.0	colon	KRTAP13-2	ENSG00000182816.8
8298	1.0	a673	ACBD3	ENSG00000182827.8
25613	1.0	adipose	PLCXD3	ENSG00000182836.9
25930	1.0	colon	ZSWIM6	ENSG00000130449.5
81859	1.0	hepg2	FUT5	ENSG00000130383.7
61262	1.0	a673	SOX1	ENSG00000182968.4
71366	1.0	adipose	ADGRG3	ENSG00000182885.16
95722	1.0	adrenal gland	GLUD2	ENSG00000182890.4
5486	1.0	h9_panc_beta	TCHHL1	ENSG00000182898.3
81889	1.0	hct116	ACSBG2	ENSG00000130377.13
33544	1.0	brain	MAS1	ENSG00000130368.5
90984	1.0	caco2	TSPEAR-AS2	ENSG00000182912.6
78195	1.0	adipose	OTOP3	ENSG00000182938.5
67263	1.0	hepg2	ODF3L1	ENSG00000182950.2
35493	1.0	h1	CALN1	ENSG00000183166.10
23195	1.0	adrenal gland	HSP90AB3P	ENSG00000183199.6
83416	1.0	adrenal gland	IQCN	ENSG00000130518.16
73639	1.0	h1	AIPL1	ENSG00000129221.15
23627	1.0	h1_de	LRIT3	ENSG00000183423.11
69713	1.0	brain	NPIPA1	ENSG00000183426.16
95859	1.0	a673	TFDP3	ENSG00000183434.9
137796	1.0	gm12878	TRIM61	ENSG00000183439.7
36299	1.0	calu3	OR7E38P	ENSG00000183444.10
67370	1.0	colon	SH2D7	ENSG00000183476.12
41317	1.0	adrenal gland	LRRC6	ENSG00000129295.8
4839	1.0	adipose	TENT5C	ENSG00000183508.4
55033	1.0	ocily7	KLRC4	ENSG00000183542.5
81599	1.0	pgp1_endo	C19orf71	ENSG00000183397.5
48857	1.0	adipose	AC131971.1	ENSG00000183562.3
92985	1.0	colon	SERHL2	ENSG00000183569.17
68127	1.0	heart	PGPEP1L	ENSG00000183571.10
25215	1.0	colon	FBXL7	ENSG00000183580.9
49547	1.0	brain	MYOD1	ENSG00000129152.3
5166	1.0	gm12878	HIST2H3D	ENSG00000183598.3
70601	1.0	adipose	SMG1P5	ENSG00000183604.14
19257	1.0	adipose	ACKR4	ENSG00000129048.6
90788	1.0	a673	RIPK4	ENSG00000183421.11
58301	1.0	huvec	PMCH	ENSG00000183395.4
31528	1.0	k562	AL109615.1	ENSG00000183239.5
78501	1.0	brain	AANAT	ENSG00000129673.9
91580	1.0	h9_neural_crest	RIMBP3C	ENSG00000183246.6
82059	1.0	h1	PRR36	ENSG00000183248.11
72849	1.0	hct116	CDH15	ENSG00000129910.7
49010	1.0	hct116	OR51B4	ENSG00000183251.4
48911	1.0	heart	CHRNA10	ENSG00000129749.3
89924	1.0	colon	ABHD16B	ENSG00000183260.7
48909	1.0	muscle	ART1	ENSG00000129744.2
96016	1.0	a673	FGF13	ENSG00000129682.15
78468	1.0	brain	FOXJ1	ENSG00000129654.7
3943	1.0	gm12878	GBP6	ENSG00000183347.14
27105	1.0	a673	CDO1	ENSG00000129596.4
4288	1.0	brain	RPSAP19	ENSG00000183298.5
13824	1.0	h1_de	AC005037.1	ENSG00000183308.6
61466	1.0	adrenal gland	TEP1	ENSG00000129566.12
193491	1.0	hl60_m1_12hr	SPDYE4	ENSG00000183318.11
26097	1.0	a673	CCDC125	ENSG00000183323.12
70399	1.0	a673	BOLA2	ENSG00000183336.8
52975	1.0	a673	JRKL	ENSG00000183340.6
59311	1.0	adipose	HCAR2	ENSG00000182782.7
41579	1.0	a673	MAFA	ENSG00000182759.3
78940	1.0	h1	TMEM105	ENSG00000185332.7
63055	1.0	adipose	TMEM30B	ENSG00000182107.6
42904	1.0	heart	AL591379.1	ENSG00000182021.10
78192	1.0	adrenal gland	USH1G	ENSG00000182040.8
57852	1.0	a673	MGAT4C	ENSG00000182050.13
50372	1.0	pgp1_excite_neuron	TRIM49B	ENSG00000182053.12
75962	1.0	hffc6	KRT33B	ENSG00000131738.10
75963	1.0	hffc6	KRT34	ENSG00000131737.5
33976	1.0	h9_panc_progen	TNRC18	ENSG00000182095.14
52554	1.0	adrenal gland	FAM181B	ENSG00000182103.4
633	1.0	h9_panc_beta	CA6	ENSG00000131686.14
27591	1.0	pgp1_excite_neuron	NEUROG1	ENSG00000181965.5
45162	1.0	a673	MRPL41	ENSG00000182154.7
78787	1.0	liver	ENPP7	ENSG00000182156.9
27433	1.0	a673	KIF3A	ENSG00000131437.15
23301	1.0	adrenal gland	UNC5C	ENSG00000182168.14
94937	1.0	h1	CDX4	ENSG00000131264.3
41048	1.0	h9_chondro	EXT1	ENSG00000182197.11
2302	1.0	colon	GJA9	ENSG00000131233.9
149630	1.0	h1	IDO1	ENSG00000131203.12
19777	1.0	hl60_m2_24hr	PPIAP73	ENSG00000182000.9
74575	1.0	brain	LLGL1	ENSG00000131899.10
72699	1.0	heart	AC010531.1	ENSG00000131152.4
1648	1.0	a673	GPR3	ENSG00000181773.6
62980	1.0	a673	GPR135	ENSG00000181619.11
41314	1.0	wtc11	HHLA1	ENSG00000132297.11
19830	1.0	adrenal gland	P2RY13	ENSG00000181631.6
48847	1.0	a673	PHLDA2	ENSG00000181649.6
4250	1.0	brain	GPR88	ENSG00000181656.6
79432	1.0	k562	LINC00470	ENSG00000132204.13
88602	1.0	vessels	FDX1P1	ENSG00000181741.7
48972	1.0	a673	TRIM21	ENSG00000132109.9
42981	1.0	h9_panc_beta	TMEM252	ENSG00000181778.4
46451	1.0	a673	ADO	ENSG00000181915.4
81069	1.0	brain	ODF3L2	ENSG00000181781.9
41474	1.0	brain	ADGRB1	ENSG00000181790.11
14844	1.0	adrenal gland	LINC00471	ENSG00000181798.2
66242	1.0	brain	RFX7	ENSG00000181827.14
82899	1.0	vessels	RFX1	ENSG00000132005.8
18630	1.0	colon	TIGIT	ENSG00000181847.11
55311	1.0	vessels	UBE2L2	ENSG00000131982.5
51181	1.0	brain	AP003774.1	ENSG00000181908.5
72625	1.0	a673	GINS2	ENSG00000131153.8
49760	1.0	adrenal gland	KCNA4	ENSG00000182255.6
43973	1.0	a673	PAPPA	ENSG00000182752.9
89765	1.0	caco2	RBBP8NL	ENSG00000130701.3
79253	1.0	a673	TEX19	ENSG00000182459.4
89499	1.0	adrenal gland	TSHZ2	ENSG00000182463.15
93190	1.0	brain	PKDREJ	ENSG00000130943.6
96563	1.0	brain	WASH6P	ENSG00000182484.15
95564	1.0	gm12878	LHFPL1	ENSG00000182508.13
59318	1.0	h9_panc_progen	CCDC62	ENSG00000130783.13
85884	1.0	colon	ZC3H4	ENSG00000130749.9
82047	1.0	adipose	CLEC4G	ENSG00000182566.13
95191	1.0	hl60_m1_24hr	Z97985.1	ENSG00000182574.8
43490	1.0	muscle	FBP2	ENSG00000130957.4
89769	1.0	adrenal gland	GATA5	ENSG00000130700.6
88567	1.0	adipose	ACTL10	ENSG00000182584.4
68309	1.0	k562	HBZ	ENSG00000130656.4
65010	1.0	adipose	NDN	ENSG00000182636.6
78455	1.0	colon	GALR2	ENSG00000182687.3
27824	1.0	brain	IGIP	ENSG00000182700.4
76902	1.0	a673	HOXB4	ENSG00000182742.5
33058	1.0	caco2	SLC35D3	ENSG00000182747.4
43482	1.0	h1	NUTM2F	ENSG00000130950.13
65269	1.0	a673	PGBD4	ENSG00000182405.5
65100	1.0	brain	GABRG3	ENSG00000182256.12
81981	1.0	a673	MBD3L3	ENSG00000182315.9
93165	1.0	adipose	PRR34	ENSG00000182257.7
49203	1.0	pgp1	NLRP10	ENSG00000182261.3
86093	1.0	heart	IZUMO1	ENSG00000182264.8
