gid	length	biotype	biotype_category
ENSG00000211682.2	69	IG_J_gene	other
ENSG00000222037.5	316	IG_C_pseudogene	other
ENSG00000211684.2	45	IG_J_gene	other
ENSG00000211685.3	440	IG_C_gene	other
ENSG00000237472.1	318	processed_pseudogene	pseudogene
ENSG00000223679.1	17666	unprocessed_pseudogene	pseudogene
ENSG00000100218.11	85606	protein_coding	protein_coding
ENSG00000128266.8	54676	protein_coding	protein_coding
ENSG00000283438.1	275	misc_RNA	other
ENSG00000275635.1	59	snRNA	other
ENSG00000100228.12	19024	protein_coding	protein_coding
ENSG00000186716.20	138333	protein_coding	protein_coding
ENSG00000236794.5	254	processed_pseudogene	pseudogene
ENSG00000240160.3	289	misc_RNA	other
ENSG00000230701.2	2238	processed_pseudogene	pseudogene
ENSG00000214526.3	384	processed_pseudogene	pseudogene
ENSG00000236611.1	1877	lincRNA	lncRNA
ENSG00000215478.8	28128	transcribed_unprocessed_pseudogene	pseudogene
ENSG00000133519.12	12120	transcribed_unprocessed_pseudogene	pseudogene
ENSG00000248409.2	2239	unprocessed_pseudogene	pseudogene
ENSG00000234928.1	1507	lincRNA	lncRNA
ENSG00000227755.1	14235	transcribed_processed_pseudogene	pseudogene
ENSG00000178248.11	24894	lincRNA	lncRNA
ENSG00000225413.2	1108	lincRNA	lncRNA
ENSG00000280623.1	10916	lincRNA	lncRNA
ENSG00000224277.5	6443	antisense	lncRNA
ENSG00000128322.6	7183	protein_coding	protein_coding
ENSG00000272733.1	2979	lincRNA	lncRNA
ENSG00000278655.1	1366	unprocessed_pseudogene	pseudogene
ENSG00000189269.12	23869	protein_coding	protein_coding
ENSG00000275609.1	209	processed_pseudogene	pseudogene
ENSG00000211683.3	8323	processed_transcript	lncRNA
ENSG00000228315.11	78869	processed_transcript	lncRNA
ENSG00000234353.2	2270	transcribed_unprocessed_pseudogene	pseudogene
ENSG00000244723.3	4121	unprocessed_pseudogene	pseudogene
ENSG00000273000.5	64487	processed_transcript	lncRNA
ENSG00000272578.5	59262	transcribed_unprocessed_pseudogene	pseudogene
ENSG00000159496.14	11040	protein_coding	protein_coding
ENSG00000187792.4	12414	protein_coding	protein_coding
ENSG00000128218.7	1725	protein_coding	protein_coding
ENSG00000169314.14	2840	protein_coding	protein_coding
ENSG00000250479.8	2609	protein_coding	protein_coding
ENSG00000099953.9	16090	protein_coding	protein_coding
ENSG00000099956.19	51077	protein_coding	protein_coding
ENSG00000099958.14	4625	protein_coding	protein_coding
ENSG00000272973.1	612	antisense	lncRNA
ENSG00000133460.19	29606	protein_coding	protein_coding
ENSG00000251357.4	33035	protein_coding	protein_coding
ENSG00000279467.1	8029	antisense	lncRNA
ENSG00000244425.3	297	misc_RNA	other
ENSG00000240972.1	1223	protein_coding	protein_coding
ENSG00000218537.1	4504	antisense	lncRNA
ENSG00000273295.1	5636	lincRNA	lncRNA
ENSG00000225282.1	2674	processed_pseudogene	pseudogene
ENSG00000206090.4	2800	unprocessed_pseudogene	pseudogene
ENSG00000231271.1	4124	unprocessed_pseudogene	pseudogene
ENSG00000133433.10	3772	protein_coding	protein_coding
ENSG00000228039.3	594	processed_pseudogene	pseudogene
ENSG00000099974.7	5631	protein_coding	protein_coding
ENSG00000272787.1	662	lincRNA	lncRNA
ENSG00000099977.14	8463	protein_coding	protein_coding
ENSG00000285762.1	9091	protein_coding	protein_coding
ENSG00000224205.2	14549	transcribed_unprocessed_pseudogene	pseudogene
ENSG00000250470.1	681	unprocessed_pseudogene	pseudogene
ENSG00000099984.11	3857	polymorphic_pseudogene	pseudogene
ENSG00000276950.5	7052	protein_coding	protein_coding
ENSG00000235689.1	1953	unprocessed_pseudogene	pseudogene
ENSG00000099991.17	167436	protein_coding	protein_coding
ENSG00000232545.1	1665	sense_intronic	lncRNA
ENSG00000099994.10	7851	protein_coding	protein_coding
ENSG00000099998.17	25488	protein_coding	protein_coding
ENSG00000230712.2	1392	unprocessed_pseudogene	pseudogene
ENSG00000128262.8	13697	transcribed_unprocessed_pseudogene	pseudogene
ENSG00000225098.1	3835	unprocessed_pseudogene	pseudogene
ENSG00000215464.4	788	processed_pseudogene	pseudogene
ENSG00000100014.19	146923	protein_coding	protein_coding
ENSG00000258555.6	171458	protein_coding	protein_coding
ENSG00000128271.21	24481	protein_coding	protein_coding
ENSG00000178803.10	65868	antisense	lncRNA
ENSG00000100024.14	34283	protein_coding	protein_coding
ENSG00000228923.1	1878	antisense	lncRNA
ENSG00000138867.16	15512	protein_coding	protein_coding
ENSG00000100028.11	54477	protein_coding	protein_coding
ENSG00000100031.18	45255	protein_coding	protein_coding
ENSG00000178026.12	7588	protein_coding	protein_coding
ENSG00000230947.2	1344	sense_intronic	lncRNA
ENSG00000215481.9	17097	processed_transcript	lncRNA
ENSG00000284233.1	171	transcribed_unprocessed_pseudogene	pseudogene
ENSG00000284128.1	8565	transcribed_unprocessed_pseudogene	pseudogene
ENSG00000284070.1	6486	antisense	lncRNA
ENSG00000224124.3	1284	processed_pseudogene	pseudogene
ENSG00000224806.2	511	processed_pseudogene	pseudogene
ENSG00000224334.1	1164	processed_pseudogene	pseudogene
ENSG00000282012.1	4881	lincRNA	lncRNA
ENSG00000237601.1	155	processed_pseudogene	pseudogene
ENSG00000182351.7	228	processed_pseudogene	pseudogene
ENSG00000184571.13	55686	protein_coding	protein_coding
ENSG00000167037.18	121409	protein_coding	protein_coding
ENSG00000199783.1	67	snoRNA	other
ENSG00000206069.6	11741	protein_coding	protein_coding
ENSG00000197077.13	244718	protein_coding	protein_coding
ENSG00000279085.1	5387	antisense	lncRNA
ENSG00000279548.1	2058	antisense	lncRNA
ENSG00000279006.1	2999	antisense	lncRNA
ENSG00000279110.1	13119	antisense	lncRNA
ENSG00000203280.4	10259	antisense	lncRNA
ENSG00000271181.1	245	processed_pseudogene	pseudogene
ENSG00000100053.9	7513	protein_coding	protein_coding
ENSG00000236641.1	943	lincRNA	lncRNA
ENSG00000244752.2	12347	protein_coding	protein_coding
ENSG00000279298.1	1079	lincRNA	lncRNA
ENSG00000233577.6	3145	lincRNA	lncRNA
ENSG00000285968.1	37473	processed_transcript	lncRNA
ENSG00000285690.1	17848	transcribed_unprocessed_pseudogene	pseudogene
ENSG00000206066.3	1824	unprocessed_pseudogene	pseudogene
ENSG00000230637.2	12723	unprocessed_pseudogene	pseudogene
ENSG00000231466.2	779	processed_pseudogene	pseudogene
ENSG00000100068.12	53959	protein_coding	protein_coding
ENSG00000272942.1	746	lincRNA	lncRNA
ENSG00000272798.1	603	lincRNA	lncRNA
ENSG00000271138.1	517	IG_V_pseudogene	other
ENSG00000100058.12	72749	transcribed_unprocessed_pseudogene	pseudogene
ENSG00000277872.1	65	miRNA	miRNA
ENSG00000272977.1	3753	sense_intronic	lncRNA
ENSG00000234884.1	3345	antisense	lncRNA
ENSG00000100077.14	164445	protein_coding	protein_coding
ENSG00000237387.1	1141	antisense	lncRNA
ENSG00000224003.1	1971	processed_pseudogene	pseudogene
ENSG00000222585.1	128	rRNA_pseudogene	other
ENSG00000133454.15	288897	protein_coding	protein_coding
ENSG00000278960.1	351	antisense	lncRNA
ENSG00000231933.7	26393	antisense	lncRNA
ENSG00000232464.1	24452	antisense	lncRNA
ENSG00000223056.1	290	misc_RNA	other
ENSG00000232050.1	143	processed_pseudogene	pseudogene
ENSG00000236464.1	2469	lincRNA	lncRNA
ENSG00000229770.1	1304	antisense	lncRNA
ENSG00000100095.18	214123	protein_coding	protein_coding
ENSG00000224192.2	12761	antisense	lncRNA
ENSG00000252267.1	109	rRNA_pseudogene	other
ENSG00000230203.1	1122	processed_pseudogene	pseudogene
ENSG00000128203.6	15742	protein_coding	protein_coding
ENSG00000100099.20	40414	protein_coding	protein_coding
ENSG00000100104.13	10781	protein_coding	protein_coding
ENSG00000100109.16	21280	protein_coding	protein_coding
ENSG00000261188.1	2031	antisense	lncRNA
ENSG00000128294.15	74734	protein_coding	protein_coding
ENSG00000221760.1	111	miRNA	miRNA
ENSG00000213707.2	562	processed_pseudogene	pseudogene
ENSG00000100122.6	18810	protein_coding	protein_coding
ENSG00000196431.3	8708	protein_coding	protein_coding
ENSG00000226912.1	447	processed_pseudogene	pseudogene
ENSG00000225783.7	30047	lincRNA	lncRNA
ENSG00000278404.1	134	misc_RNA	other
ENSG00000206028.1	4961	lincRNA	lncRNA
ENSG00000277941.1	148	misc_RNA	other
ENSG00000275942.1	84	misc_RNA	other
ENSG00000244625.5	107440	lincRNA	lncRNA
ENSG00000276991.1	376	misc_RNA	other
ENSG00000223704.1	7152	lincRNA	lncRNA
ENSG00000231369.1	639	processed_pseudogene	pseudogene
ENSG00000235271.5	17319	lincRNA	lncRNA
ENSG00000279440.1	5181	lincRNA	lncRNA
ENSG00000200443.1	104	snRNA	other
ENSG00000279914.1	1297	lincRNA	lncRNA
ENSG00000279848.1	1314	lincRNA	lncRNA
ENSG00000236858.1	12374	lincRNA	lncRNA
ENSG00000280025.1	4253	lincRNA	lncRNA
ENSG00000231405.1	16400	lincRNA	lncRNA
ENSG00000238195.1	915	lincRNA	lncRNA
ENSG00000233521.5	3378	lincRNA	lncRNA
ENSG00000233574.1	10109	lincRNA	lncRNA
ENSG00000223726.1	11055	lincRNA	lncRNA
ENSG00000226741.1	6805	lincRNA	lncRNA
ENSG00000230051.1	47478	lincRNA	lncRNA
ENSG00000280445.1	5251	lincRNA	lncRNA
ENSG00000227880.1	2813	lincRNA	lncRNA
ENSG00000224027.1	9734	lincRNA	lncRNA
ENSG00000227838.1	38411	lincRNA	lncRNA
ENSG00000231495.1	2351	lincRNA	lncRNA
ENSG00000226169.1	5197	antisense	lncRNA
ENSG00000169184.5	53221	protein_coding	protein_coding
ENSG00000180957.17	68465	protein_coding	protein_coding
ENSG00000235954.6	89205	processed_transcript	lncRNA
ENSG00000277460.1	161	misc_RNA	other
ENSG00000264073.1	87	miRNA	miRNA
ENSG00000283225.1	85	miRNA	miRNA
ENSG00000276150.1	156	misc_RNA	other
ENSG00000100154.14	701851	protein_coding	protein_coding
ENSG00000274342.1	180	misc_RNA	other
ENSG00000276675.1	111	misc_RNA	other
ENSG00000239249.3	300	misc_RNA	other
ENSG00000201209.1	67	snoRNA	other
ENSG00000199797.1	96	misc_RNA	other
ENSG00000276162.1	79	miRNA	miRNA
ENSG00000266503.2	291	misc_RNA	other
ENSG00000183765.21	54679	protein_coding	protein_coding
ENSG00000100209.9	15484	protein_coding	protein_coding
ENSG00000159873.9	16627	protein_coding	protein_coding
ENSG00000100219.16	6042	protein_coding	protein_coding
ENSG00000226471.6	47876	antisense	lncRNA
ENSG00000272858.1	748	sense_intronic	lncRNA
ENSG00000224256.1	244	processed_pseudogene	pseudogene
ENSG00000183579.15	173895	protein_coding	protein_coding
ENSG00000235786.1	25899	sense_intronic	lncRNA
ENSG00000177993.3	6477	antisense	lncRNA
ENSG00000100249.4	3172	protein_coding	protein_coding
ENSG00000183762.12	95255	protein_coding	protein_coding
ENSG00000226772.1	12642	antisense	lncRNA
ENSG00000200871.1	106	snRNA	other
ENSG00000251952.1	111	snRNA	other
ENSG00000186998.15	53746	protein_coding	protein_coding
ENSG00000100263.13	8357	protein_coding	protein_coding
ENSG00000237015.1	1148	antisense	lncRNA
ENSG00000182944.17	32516	protein_coding	protein_coding
ENSG00000185340.15	6203	protein_coding	protein_coding
ENSG00000100276.9	6746	protein_coding	protein_coding
ENSG00000273216.1	476	sense_intronic	lncRNA
ENSG00000100280.16	95499	protein_coding	protein_coding
ENSG00000280968.1	109	miRNA	miRNA
ENSG00000239127.1	95	snoRNA	other
ENSG00000285697.1	29848	transcribed_unprocessed_pseudogene	pseudogene
ENSG00000242156.1	4038	unprocessed_pseudogene	pseudogene
ENSG00000278292.1	2061	unprocessed_pseudogene	pseudogene
ENSG00000225465.8	41641	antisense	lncRNA
ENSG00000128250.5	3872	protein_coding	protein_coding
ENSG00000282816.1	893	antisense	lncRNA
ENSG00000100285.9	11160	protein_coding	protein_coding
ENSG00000100296.13	49337	protein_coding	protein_coding
ENSG00000234208.1	21501	sense_intronic	lncRNA
ENSG00000184117.11	26529	protein_coding	protein_coding
ENSG00000186575.17	95042	protein_coding	protein_coding
ENSG00000233010.1	601	processed_pseudogene	pseudogene
ENSG00000232396.2	14603	antisense	lncRNA
ENSG00000239446.1	7894	antisense	lncRNA
ENSG00000100314.3	11755	protein_coding	protein_coding
ENSG00000100319.12	36055	protein_coding	protein_coding
ENSG00000200976.1	101	misc_RNA	other
ENSG00000184076.13	3044	protein_coding	protein_coding
ENSG00000100325.14	49696	protein_coding	protein_coding
ENSG00000100330.15	147711	protein_coding	protein_coding
ENSG00000207455.1	106	snRNA	other
ENSG00000279159.1	49286	antisense	lncRNA
ENSG00000275818.1	64	miRNA	miRNA
ENSG00000227117.6	71738	antisense	lncRNA
ENSG00000227201.2	917	processed_pseudogene	pseudogene
ENSG00000176635.17	96901	protein_coding	protein_coding
ENSG00000226573.1	314	processed_pseudogene	pseudogene
ENSG00000225971.1	1008	processed_pseudogene	pseudogene
ENSG00000225676.1	22465	antisense	lncRNA
ENSG00000232530.1	1344	antisense	lncRNA
ENSG00000128342.4	6404	protein_coding	protein_coding
ENSG00000268812.3	793	antisense	lncRNA
ENSG00000099985.3	4011	protein_coding	protein_coding
ENSG00000279699.1	1736	TEC	other
ENSG00000239282.7	4510	protein_coding	protein_coding
ENSG00000248751.6	14244	protein_coding	protein_coding
ENSG00000099992.15	35056	protein_coding	protein_coding
ENSG00000099995.18	24959	protein_coding	protein_coding
ENSG00000187860.10	22023	protein_coding	protein_coding
ENSG00000099999.14	52960	protein_coding	protein_coding
ENSG00000100003.17	28460	protein_coding	protein_coding
ENSG00000249590.7	19735	protein_coding	protein_coding
ENSG00000273350.1	400	sense_intronic	lncRNA
ENSG00000222915.1	103	snRNA	other
ENSG00000272689.1	330	sense_intronic	lncRNA
ENSG00000242114.5	3523	protein_coding	protein_coding
ENSG00000273428.3	703	lincRNA	lncRNA
ENSG00000230137.1	481	processed_pseudogene	pseudogene
ENSG00000100012.11	24090	protein_coding	protein_coding
ENSG00000181123.8	17440	antisense	lncRNA
ENSG00000214161.3	600	processed_pseudogene	pseudogene
ENSG00000133488.14	16798	protein_coding	protein_coding
ENSG00000214491.8	23883	protein_coding	protein_coding
ENSG00000225774.2	1769	processed_pseudogene	pseudogene
ENSG00000128242.12	19952	protein_coding	protein_coding
ENSG00000100029.17	30458	protein_coding	protein_coding
ENSG00000223831.1	8378	sense_intronic	lncRNA
ENSG00000185339.8	20440	protein_coding	protein_coding
ENSG00000100036.12	33364	protein_coding	protein_coding
ENSG00000167065.13	15839	protein_coding	protein_coding
ENSG00000250318.1	937	unprocessed_pseudogene	pseudogene
ENSG00000184792.15	214042	protein_coding	protein_coding
ENSG00000264661.3	84	miRNA	miRNA
ENSG00000237977.1	562	processed_pseudogene	pseudogene
ENSG00000235989.3	10141	antisense	lncRNA
ENSG00000133422.12	43168	protein_coding	protein_coding
ENSG00000253352.9	10150	bidirectional_promoter_lncRNA	lncRNA
ENSG00000276664.1	144	misc_RNA	other
ENSG00000276057.1	86	misc_RNA	other
ENSG00000276965.1	236	misc_RNA	other
ENSG00000275307.1	180	misc_RNA	other
ENSG00000269987.1	2333	lincRNA	lncRNA
ENSG00000269972.1	342	lincRNA	lncRNA
ENSG00000278920.1	16697	sense_overlapping	lncRNA
ENSG00000240186.3	296	misc_RNA	other
ENSG00000183963.18	40652	protein_coding	protein_coding
ENSG00000273387.1	1409	antisense	lncRNA
ENSG00000198832.10	15297	protein_coding	protein_coding
ENSG00000235573.2	379	processed_pseudogene	pseudogene
ENSG00000185133.13	11965	protein_coding	protein_coding
ENSG00000100078.3	5798	protein_coding	protein_coding
ENSG00000214125.2	681	processed_pseudogene	pseudogene
ENSG00000264141.1	57	miRNA	miRNA
ENSG00000138942.15	46836	protein_coding	protein_coding
ENSG00000254835.1	352	antisense	lncRNA
ENSG00000182541.17	67841	protein_coding	protein_coding
ENSG00000199695.1	108	snRNA	other
ENSG00000202019.1	101	misc_RNA	other
ENSG00000100100.12	10941	protein_coding	protein_coding
ENSG00000228839.5	45522	antisense	lncRNA
ENSG00000212542.1	108	rRNA_pseudogene	other
ENSG00000100105.17	20428	protein_coding	protein_coding
ENSG00000213888.3	1942	lincRNA	lncRNA
ENSG00000206615.1	104	snRNA	other
ENSG00000185721.12	131111	protein_coding	protein_coding
ENSG00000184708.17	59131	protein_coding	protein_coding
ENSG00000240591.1	9953	antisense	lncRNA
ENSG00000199248.1	106	snRNA	other
ENSG00000198089.15	129898	protein_coding	protein_coding
ENSG00000233733.1	393	processed_pseudogene	pseudogene
ENSG00000229169.1	237	processed_pseudogene	pseudogene
ENSG00000214093.3	456	processed_pseudogene	pseudogene
ENSG00000241878.11	43941	protein_coding	protein_coding
ENSG00000284082.1	64	miRNA	miRNA
ENSG00000183530.13	73884	protein_coding	protein_coding
ENSG00000100150.17	154166	protein_coding	protein_coding
ENSG00000285404.1	201344	protein_coding	protein_coding
ENSG00000242251.3	296	misc_RNA	other
ENSG00000236132.1	1112	processed_pseudogene	pseudogene
ENSG00000252909.1	60	snRNA	other
ENSG00000227813.1	1090	processed_pseudogene	pseudogene
ENSG00000128254.13	11997	processed_transcript	lncRNA
ENSG00000128245.14	13142	protein_coding	protein_coding
ENSG00000227519.1	7043	lincRNA	lncRNA
ENSG00000230866.1	2652	lincRNA	lncRNA
ENSG00000240647.3	280	misc_RNA	other
ENSG00000232346.1	406	processed_pseudogene	pseudogene
ENSG00000100170.9	69997	protein_coding	protein_coding
ENSG00000234479.2	11492	transcribed_unprocessed_pseudogene	pseudogene
ENSG00000237439.1	923	transcribed_unprocessed_pseudogene	pseudogene
ENSG00000232707.1	105	unprocessed_pseudogene	pseudogene
ENSG00000239674.2	2005	lincRNA	lncRNA
ENSG00000205856.3	10316	protein_coding	protein_coding
ENSG00000230120.1	938	lincRNA	lncRNA
ENSG00000275656.1	87	misc_RNA	other
ENSG00000128253.13	13042	protein_coding	protein_coding
ENSG00000254127.1	315	IG_C_pseudogene	other
ENSG00000242082.1	64551	antisense	lncRNA
ENSG00000100191.5	36865	protein_coding	protein_coding
ENSG00000214076.3	3729	processed_pseudogene	pseudogene
ENSG00000224050.1	3766	lincRNA	lncRNA
ENSG00000273325.1	448	lincRNA	lncRNA
ENSG00000234626.1	15934	antisense	lncRNA
ENSG00000128276.10	6276	protein_coding	protein_coding
ENSG00000271093.1	312	IG_C_pseudogene	other
ENSG00000205853.10	22146	lincRNA	lncRNA
ENSG00000274617.1	87	misc_RNA	other
ENSG00000274170.1	70	misc_RNA	other
ENSG00000230736.2	7679	lincRNA	lncRNA
ENSG00000243519.1	453	IG_V_pseudogene	other
ENSG00000241954.1	1845	lincRNA	lncRNA
ENSG00000232218.1	200	unprocessed_pseudogene	pseudogene
ENSG00000100220.11	24673	protein_coding	protein_coding
ENSG00000184459.8	50637	protein_coding	protein_coding
ENSG00000100225.17	24153	protein_coding	protein_coding
ENSG00000185666.14	545820	protein_coding	protein_coding
ENSG00000236054.1	904	antisense	lncRNA
ENSG00000251890.1	96	rRNA_pseudogene	other
ENSG00000229673.1	1805	antisense	lncRNA
ENSG00000100234.11	61342	protein_coding	protein_coding
ENSG00000228194.1	481	processed_pseudogene	pseudogene
ENSG00000228622.1	676	lincRNA	lncRNA
ENSG00000231253.1	7765	lincRNA	lncRNA
ENSG00000233632.1	198	processed_pseudogene	pseudogene
ENSG00000133424.20	760615	protein_coding	protein_coding
ENSG00000232073.1	2376	antisense	lncRNA
ENSG00000230741.1	1948	antisense	lncRNA
ENSG00000266012.1	87	miRNA	miRNA
ENSG00000253007.2	134	snoRNA	other
ENSG00000281295.1	136	snoRNA	other
ENSG00000232081.1	1080	sense_intronic	lncRNA
ENSG00000224973.5	25829	processed_transcript	lncRNA
ENSG00000273082.1	344	antisense	lncRNA
ENSG00000236052.1	170952	lincRNA	lncRNA
ENSG00000224404.1	1121	lincRNA	lncRNA
ENSG00000235485.1	2193	processed_pseudogene	pseudogene
ENSG00000280356.1	10683	lincRNA	lncRNA
ENSG00000234891.1	1759	lincRNA	lncRNA
ENSG00000237316.1	13011	lincRNA	lncRNA
ENSG00000227895.5	5143	lincRNA	lncRNA
ENSG00000175329.12	21251	protein_coding	protein_coding
ENSG00000233080.3	111232	transcribed_processed_pseudogene	pseudogene
ENSG00000273068.1	4758	lincRNA	lncRNA
ENSG00000238153.1	1043	processed_pseudogene	pseudogene
ENSG00000238584.1	61	snRNA	other
ENSG00000100281.13	38355	protein_coding	protein_coding
ENSG00000273176.1	703	antisense	lncRNA
ENSG00000100284.20	48719	protein_coding	protein_coding
ENSG00000266320.1	118	miRNA	miRNA
ENSG00000274280.1	78	miRNA	miRNA
ENSG00000282602.1	447	lincRNA	lncRNA
ENSG00000282041.1	839	lincRNA	lncRNA
ENSG00000100292.16	13853	protein_coding	protein_coding
ENSG00000100297.15	25367	protein_coding	protein_coding
ENSG00000233388.2	1725	processed_pseudogene	pseudogene
ENSG00000273044.1	483	lincRNA	lncRNA
ENSG00000100302.6	13133	protein_coding	protein_coding
ENSG00000198125.12	31187	protein_coding	protein_coding
ENSG00000268818.2	8146	sense_intronic	lncRNA
ENSG00000221963.5	20014	protein_coding	protein_coding
ENSG00000228587.1	3433	lincRNA	lncRNA
ENSG00000226336.2	373	processed_pseudogene	pseudogene
ENSG00000128313.2	11611	protein_coding	protein_coding
ENSG00000100320.22	289689	protein_coding	protein_coding
ENSG00000237406.1	1134	processed_pseudogene	pseudogene
ENSG00000279652.1	8148	lincRNA	lncRNA
ENSG00000279927.1	3577	lincRNA	lncRNA
ENSG00000279217.1	14573	lincRNA	lncRNA
ENSG00000279714.1	2204	lincRNA	lncRNA
ENSG00000279805.1	1920	TEC	other
ENSG00000128284.19	25847	protein_coding	protein_coding
ENSG00000233764.1	357	processed_pseudogene	pseudogene
ENSG00000231576.1	1014	processed_pseudogene	pseudogene
ENSG00000237948.1	561	processed_pseudogene	pseudogene
ENSG00000225557.1	687	processed_pseudogene	pseudogene
ENSG00000237129.1	669	processed_pseudogene	pseudogene
ENSG00000229088.1	831	processed_pseudogene	pseudogene
ENSG00000100336.17	15716	protein_coding	protein_coding
ENSG00000128335.13	13751	protein_coding	protein_coding
ENSG00000100342.20	14520	protein_coding	protein_coding
ENSG00000100345.21	106790	protein_coding	protein_coding
ENSG00000278420.1	60	miRNA	miRNA
ENSG00000223695.1	7891	lincRNA	lncRNA
ENSG00000237668.1	371	processed_pseudogene	pseudogene
ENSG00000252225.1	90	misc_RNA	other
ENSG00000228719.1	9549	lincRNA	lncRNA
ENSG00000100348.9	14994	protein_coding	protein_coding
ENSG00000100350.14	19911	protein_coding	protein_coding
ENSG00000100353.17	18586	protein_coding	protein_coding
ENSG00000188078.5	948	unprocessed_pseudogene	pseudogene
ENSG00000229971.1	535	antisense	lncRNA
ENSG00000261675.1	2045	sense_overlapping	lncRNA
ENSG00000166862.6	139637	protein_coding	protein_coding
ENSG00000234688.1	17554	antisense	lncRNA
ENSG00000100360.14	18054	protein_coding	protein_coding
ENSG00000100362.12	18795	protein_coding	protein_coding
ENSG00000234979.1	3410	antisense	lncRNA
ENSG00000183822.3	23069	antisense	lncRNA
ENSG00000100365.14	17027	protein_coding	protein_coding
ENSG00000100368.13	26821	protein_coding	protein_coding
ENSG00000232254.1	3194	unprocessed_pseudogene	pseudogene
ENSG00000215403.1	2924	antisense	lncRNA
ENSG00000185264.11	16721	protein_coding	protein_coding
ENSG00000128311.13	9324	protein_coding	protein_coding
ENSG00000252412.1	94	misc_RNA	other
ENSG00000128309.16	10187	protein_coding	protein_coding
ENSG00000100379.17	11654	protein_coding	protein_coding
ENSG00000201078.1	314	misc_RNA	other
ENSG00000187045.18	44277	protein_coding	protein_coding
ENSG00000231467.2	2779	antisense	lncRNA
ENSG00000100385.13	49216	protein_coding	protein_coding
ENSG00000235237.1	16093	antisense	lncRNA
ENSG00000133466.13	19218	protein_coding	protein_coding
ENSG00000278195.1	8084	protein_coding	protein_coding
ENSG00000226233.1	153	processed_pseudogene	pseudogene
ENSG00000128340.14	19187	protein_coding	protein_coding
ENSG00000100055.20	33318	protein_coding	protein_coding
ENSG00000243902.6	87862	sense_overlapping	lncRNA
ENSG00000237862.1	2649	sense_intronic	lncRNA
ENSG00000166897.14	59510	protein_coding	protein_coding
ENSG00000272694.1	1174	antisense	lncRNA
ENSG00000100060.17	17338	protein_coding	protein_coding
ENSG00000100065.14	29180	protein_coding	protein_coding
ENSG00000225867.1	1709	antisense	lncRNA
ENSG00000128283.6	8958	protein_coding	protein_coding
ENSG00000100079.6	12370	protein_coding	protein_coding
ENSG00000273866.1	253	misc_RNA	other
ENSG00000100083.18	25089	protein_coding	protein_coding
ENSG00000100092.22	21465	protein_coding	protein_coding
ENSG00000285304.1	27239	protein_coding	protein_coding
ENSG00000233360.4	16545	antisense	lncRNA
ENSG00000241360.1	8207	protein_coding	protein_coding
ENSG00000241333.3	275	misc_RNA	other
ENSG00000100097.11	4198	protein_coding	protein_coding
ENSG00000273899.4	11805	protein_coding	protein_coding
ENSG00000100101.15	40089	protein_coding	protein_coding
ENSG00000100106.20	79568	protein_coding	protein_coding
ENSG00000189060.5	2343	protein_coding	protein_coding
ENSG00000100116.16	9271	protein_coding	protein_coding
ENSG00000128310.2	2113	protein_coding	protein_coding
ENSG00000100124.14	18472	protein_coding	protein_coding
ENSG00000284197.1	99	miRNA	miRNA
ENSG00000207696.1	96	miRNA	miRNA
ENSG00000100129.17	40539	protein_coding	protein_coding
ENSG00000279738.1	19415	sense_overlapping	lncRNA
ENSG00000207227.1	101	snRNA	other
ENSG00000100139.13	37165	protein_coding	protein_coding
ENSG00000278948.1	1848	TEC	other
ENSG00000128346.10	10619	protein_coding	protein_coding
ENSG00000272582.1	813	antisense	lncRNA
ENSG00000100142.14	89308	protein_coding	protein_coding
ENSG00000284289.1	61	miRNA	miRNA
ENSG00000100146.16	16736	protein_coding	protein_coding
ENSG00000284266.1	59	miRNA	miRNA
ENSG00000222044.1	2063	antisense	lncRNA
ENSG00000273214.1	690	lincRNA	lncRNA
ENSG00000100151.15	19390	protein_coding	protein_coding
ENSG00000233739.1	16760	antisense	lncRNA
ENSG00000100156.10	5959	protein_coding	protein_coding
ENSG00000128298.16	25781	protein_coding	protein_coding
ENSG00000272720.1	1432	lincRNA	lncRNA
ENSG00000184381.18	94195	protein_coding	protein_coding
ENSG00000279080.1	20396	antisense	lncRNA
ENSG00000185022.11	15744	protein_coding	protein_coding
ENSG00000198792.12	53743	protein_coding	protein_coding
ENSG00000235246.1	928	antisense	lncRNA
ENSG00000241693.2	273	misc_RNA	other
ENSG00000277385.1	261	misc_RNA	other
ENSG00000213923.11	27393	protein_coding	protein_coding
ENSG00000283900.1	106604	protein_coding	protein_coding
ENSG00000244627.5	63167	transcribed_unprocessed_pseudogene	pseudogene
ENSG00000229955.1	939	sense_intronic	lncRNA
ENSG00000228620.1	3048	antisense	lncRNA
ENSG00000168135.4	28872	protein_coding	protein_coding
ENSG00000100196.10	15385	protein_coding	protein_coding
ENSG00000100201.20	24220	protein_coding	protein_coding
ENSG00000100206.9	51337	protein_coding	protein_coding
ENSG00000224279.2	500	processed_pseudogene	pseudogene
ENSG00000184949.15	78509	protein_coding	protein_coding
ENSG00000100211.10	17218	protein_coding	protein_coding
ENSG00000230912.1	2242	antisense	lncRNA
ENSG00000228274.3	14235	antisense	lncRNA
ENSG00000100216.5	3473	protein_coding	protein_coding
ENSG00000100221.10	16013	protein_coding	protein_coding
ENSG00000100226.15	32576	protein_coding	protein_coding
ENSG00000229598.1	762	processed_pseudogene	pseudogene
ENSG00000244491.1	4040	antisense	lncRNA
